  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116194,    4,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315536,    5,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116192,    4,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315530,    9,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511751,    3,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116182,   11,    0,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315519,   14,    0,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511750,    2,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116175,   11,    1,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315510,   14,    1,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511744,    6,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116159,   21,    2,   20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315487,   28,    2,   28,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687583,    1,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511738,   11,    0,    7,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116141,   30,    3,   27,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315462,   42,    3,   36,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687581,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511727,   18,    0,   10,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116118,   36,    4,   37,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315426,   57,    4,   49,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687578,    4,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511717,   18,    0,   20,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116088,   51,    5,   48,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315383,   73,    5,   72,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687573,    6,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511700,   30,    0,   23,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116060,   60,    7,   62,   13,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,9315333,   96,    7,   92,   17,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
