  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    2,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116193,    6,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315536,    6,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116190,    9,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315529,   12,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511745,    9,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116186,    8,    0,    7,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315517,   17,    0,   10,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687585,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511742,   10,    1,    3,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116176,   13,    0,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315503,   24,    1,   14,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687585,    0,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511736,   13,    1,    6,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116169,   14,    0,   17,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315490,   27,    1,   24,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687584,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511731,   12,    1,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116155,   22,    0,   21,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315470,   35,    1,   33,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687581,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511719,   18,    1,   16,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116138,   29,    2,   28,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315438,   50,    3,   46,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687578,    5,    0,    2,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511708,   24,    2,   19,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116120,   30,    2,   42,    8,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315406,   59,    4,   63,   13,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687573,    9,    0,    2,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511684,   40,    3,   23,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116087,   49,    5,   47,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315344,   98,    8,   72,   23,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
