  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511756,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116189,    9,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315531,   10,    1,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511755,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116183,    7,    3,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315524,    9,    3,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687582,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511755,    1,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116176,   12,    4,    9,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315513,   17,    4,   10,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687582,    3,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511752,    4,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116165,   14,    5,   17,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315499,   21,    5,   19,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687582,    1,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511751,    4,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116150,   21,    6,   20,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315483,   26,    6,   25,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687579,    3,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511744,    9,    0,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116127,   35,    7,   24,    9,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0,9315450,   47,    7,   32,    9,    0,    0,    0,    1,    0,    0,    0,    0,    0,    0
    8,687578,    2,    0,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511740,    7,    1,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116099,   46,    8,   35,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315417,   55,    9,   49,   15,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687572,    8,    0,    4,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511733,   10,    1,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116066,   55,   13,   49,   19,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,9315371,   73,   14,   64,   23,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
   10,687569,    8,    0,    4,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511720,   19,    2,   11,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116027,   71,   13,   66,   25,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0,9315316,   98,   15,   81,   35,    0,    1,    0,    0,    0,    0,    0,    0,    0,    0
