  Day,Susceptible_DC,Incubating_DC,Infected_DC,Colonized_DC,Recovered_DC,Dead_DC,Hospitalized_DC,NewAdmissions_DC,EDVisits_DC,ICU_DC,Tests_DC,Quarantined_DC,numHousholdQuarantined_DC,InfectiousEventsPrevented_DC,confirmedcases_DC,Susceptible_VA,Incubating_VA,Infected_VA,Colonized_VA,Recovered_VA,Dead_VA,Hospitalized_VA,NewAdmissions_VA,EDVisits_VA,ICU_VA,Tests_VA,Quarantined_VA,numHousholdQuarantined_VA,InfectiousEventsPrevented_VA,confirmedcases_VA,Susceptible_MD,Incubating_MD,Infected_MD,Colonized_MD,Recovered_MD,Dead_MD,Hospitalized_MD,NewAdmissions_MD,EDVisits_MD,ICU_MD,Tests_MD,Quarantined_MD,numHousholdQuarantined_MD,InfectiousEventsPrevented_MD,confirmedcases_MD,Susceptible,Incubating,Infected,Colonized,Recovered, Dead,Hospitalized,NewAdmissions,EDVisits,  ICU,Tests,Quarantined,numHousholdQuarantined,InfectiousEventsPrevented,confirmedcases
    1,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116198,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315541,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    2,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116193,    4,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315536,    4,    0,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    3,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511757,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116184,   11,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315527,   11,    0,    7,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    4,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511753,    4,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116178,   12,    0,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315517,   16,    0,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    5,687586,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511747,    8,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116169,   14,    0,   16,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315502,   22,    0,   18,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    6,687581,    3,    0,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511742,    9,    0,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116164,   16,    0,   17,    5,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315487,   28,    0,   24,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    7,687578,    5,    0,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511733,   15,    0,    7,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116152,   22,    0,   19,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315463,   42,    0,   29,   11,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    8,687576,    4,    0,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511726,   18,    2,    9,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116143,   24,    0,   23,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315445,   46,    2,   38,   14,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
    9,687571,    8,    1,    5,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511716,   21,    3,   15,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116119,   35,    3,   29,   16,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315406,   64,    7,   49,   19,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   10,687569,    5,    1,   10,    1,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511699,   26,    4,   25,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116095,   41,    4,   39,   23,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315363,   72,    9,   74,   27,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   11,687566,    6,    1,   11,    2,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511683,   31,    6,   31,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116052,   67,    5,   52,   26,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315301,  104,   12,   94,   34,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   12,687552,   18,    1,   12,    3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511657,   42,    8,   40,   10,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6116016,   80,    7,   66,   33,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,9315225,  140,   16,  118,   46,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
   13,687548,   16,    1,   15,    6,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,2511623,   62,    8,   52,   12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,6115977,   83,   10,   89,   43,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0,9315148,  161,   19,  156,   61,    0,    1,    1,    0,    0,    0,    0,    0,    0,    0
